step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
14,DEBIT,31949.43,C4043480,35598.03,3648.6,C2833230,372853.77,404803.2,0
14,TRANSFER,21014.6,C6455706,81108.94,60094.34,C3726327,108068.64,129083.24,0
14,TRANSFER,47619.32,C6701311,84644.96,37025.64,C2714803,181897.23,229516.55,0
14,CASH_OUT,25109.24,C3011363,90000.41,64891.17,C1624315,227998.74,253107.98,0
14,DEBIT,17592.93,C8441741,69909.91,52316.98,C3551903,382540.57,400133.5,0
14,PAYMENT,46318.18,C2239197,83630.33,37312.15,M8745704,276376.79,322694.97,0
14,TRANSFER,27142.72,C6837817,111651.88,84509.16,C9937982,344275.33,371418.05,0
14,DEBIT,31709.02,C9997381,112303.0,80593.98,C9143903,51906.02,83615.04,0
14,PAYMENT,30816.86,C9526867,80457.35,49640.49,M2306317,375863.38,406680.24,0
14,CASH_IN,4994.11,C6024207,63117.47,58123.36,C8610879,16317.77,21311.88,0
14,CASH_OUT,42586.75,C6207974,120274.78,77688.03,C8793853,275793.96,318380.71,1
14,DEBIT,47528.07,C4540415,88821.54,41293.47,C2789344,410208.99,457737.06,0
14,DEBIT,390.18,C4840714,51146.26,50756.08,C5180853,133804.57,134194.75,0
14,CASH_OUT,15376.76,C5482413,15792.52,415.76,C7960328,454529.53,469906.29,0
14,PAYMENT,786.35,C3194789,84863.31,84076.96,M5962567,259481.62,260267.97,0
14,CASH_IN,15880.37,C3670896,115163.28,99282.91,C2927455,120915.56,136795.93,0
14,DEBIT,9641.09,C4147112,89774.25,80133.16,C8852574,288926.81,298567.9,0
15,TRANSFER,46970.19,C7780932,87282.09,40311.9,C4348276,159062.47,206032.66,1
15,TRANSFER,4987.9,C2375453,16825.17,11837.27,C8031780,288466.87,293454.77,0
15,DEBIT,42153.11,C4048907,58058.43,15905.32,C6686328,161202.32,203355.43,0
15,PAYMENT,4672.34,C7375499,67561.75,62889.41,M1834876,296644.1,301316.44,0
15,PAYMENT,30908.8,C6404139,88088.18,57179.38,M3947669,12644.94,43553.74,0
15,TRANSFER,49170.88,C5833597,73143.07,23972.19,C6262632,448954.62,498125.5,1
15,CASH_IN,42024.44,C8419378,107950.21,65925.77,C1843636,137482.41,179506.85,0
15,TRANSFER,31375.63,C7724045,42468.78,11093.15,C2264748,463599.51,494975.14,0
15,PAYMENT,5362.76,C2709620,94823.24,89460.48,M8558523,46388.57,51751.33,0
15,DEBIT,42232.73,C8938746,52299.9,10067.17,C9633492,397720.73,439953.46,0
15,DEBIT,3688.06,C7264956,72421.7,68733.64,C6623525,187627.18,191315.24,0
15,CASH_OUT,31681.25,C3851852,49661.89,17980.64,C6171716,5070.15,36751.4,0
15,TRANSFER,32986.72,C5107245,130578.31,97591.59,C6261415,496869.79,529856.51,0
15,DEBIT,49745.85,C7390515,65584.68,15838.83,C1499914,370848.41,420594.26,0
15,PAYMENT,9650.33,C5479144,11954.15,2303.82,M4618086,255872.36,265522.69,0
15,TRANSFER,10823.16,C2000560,100680.4,89857.24,C4185957,14748.81,25571.97,0
15,TRANSFER,10995.86,C8033426,38362.51,27366.65,C1873851,99618.77,110614.63,0
15,PAYMENT,17434.18,C8575834,64138.55,46704.37,M7499771,404505.87,421940.05,0
15,DEBIT,25637.7,C5014745,50647.01,25009.31,C8235969,98938.22,124575.92,0
15,CASH_OUT,48093.95,C5191056,127409.27,79315.32,C8610913,293789.44,341883.39,1
15,TRANSFER,47688.57,C2515030,135974.3,88285.73,C2255409,211868.66,259557.23,0
15,CASH_OUT,31149.32,C6386463,51121.4,19972.08,C8387112,176457.75,207607.07,0
15,PAYMENT,22475.68,C4684531,47782.05,25306.37,M6625238,204904.13,227379.81,0
15,CASH_IN,41336.05,C3126655,81166.72,39830.67,C3634980,57324.98,98661.03,0
15,CASH_OUT,21475.05,C8290770,46006.86,24531.81,C4883526,107592.08,129067.13,0
15,CASH_OUT,18604.49,C7191135,19567.79,963.3,C4117625,344146.21,362750.7,0
15,CASH_OUT,10696.48,C2738129,100570.88,89874.4,C3005795,280820.29,291516.77,0
15,DEBIT,14187.88,C4768844,35934.22,21746.34,C7010308,280479.35,294667.23,0
15,CASH_IN,47314.09,C4374754,136580.49,89266.4,C1440466,210875.07,258189.16,0
15,DEBIT,15895.99,C3024269,35608.32,19712.33,C7751158,401362.6,417258.59,0
15,DEBIT,2349.12,C4656838,14275.02,11925.9,C4165061,226392.55,228741.67,0
15,CASH_IN,16350.47,C6386463,73991.85,57641.38,C6634586,142518.46,158868.93,0
15,CASH_IN,49397.86,C8664433,62503.67,13105.81,C6825112,483426.78,532824.64,0
15,PAYMENT,44792.52,C4991829,78531.51,33738.99,M5752087,8136.15,52928.67,0
15,DEBIT,4765.04,C1043037,32232.39,27467.35,C6452832,376846.14,381611.18,0
15,DEBIT,3997.56,C5081983,65229.62,61232.06,C8910069,196663.75,200661.31,0
15,DEBIT,24671.9,C9519948,118442.28,93770.38,C1433940,51371.81,76043.71,0
15,TRANSFER,2401.23,C1109031,12914.8,10513.57,C7199635,161429.52,163830.75,0
15,DEBIT,11324.8,C4594297,83735.59,72410.79,C1028374,406141.0,417465.8,0
15,CASH_IN,49478.36,C5218028,137810.29,88331.93,C8746014,21538.09,71016.45,0
15,PAYMENT,47357.77,C4374754,80290.67,32932.9,M2736473,306375.32,353733.09,0
15,DEBIT,13502.9,C5476257,71848.22,58345.32,C2154126,59950.71,73453.61,0
15,CASH_OUT,43096.13,C6719285,106786.49,63690.36,C7961578,334117.63,377213.76,0
15,TRANSFER,28898.46,C3073474,61089.6,32191.14,C7654757,365432.29,394330.75,0
15,TRANSFER,4599.05,C5118725,39900.02,35300.97,C2191066,417771.05,422370.1,0
15,TRANSFER,32977.44,C8411939,40491.88,7514.44,C8574680,247302.88,280280.32,0
15,TRANSFER,666.27,C8640615,82517.41,81851.14,C5605016,93958.71,94624.98,0
15,PAYMENT,17029.1,C4991829,102874.98,85845.88,M3308538,380243.98,397273.08,0
15,CASH_OUT,35428.53,C5394880,45994.58,10566.05,C3592464,65030.26,100458.79,0
15,CASH_OUT,19284.93,C7418028,39587.0,20302.07,C5628522,200102.45,219387.38,0
15,PAYMENT,13899.14,C6933742,109048.6,95149.46,M2585546,288621.14,302520.28,0
15,PAYMENT,7373.01,C7818496,31429.26,24056.25,M7785090,447049.03,454422.04,0
15,TRANSFER,13345.17,C3204724,58609.26,45264.09,C8062546,132789.36,146134.53,0
15,CASH_IN,4212.5,C1257489,19274.5,15062.0,C4768844,251095.2,255307.7,0
15,CASH_IN,16693.64,C2516313,53671.71,36978.07,C5002120,24567.2,41260.84,0
15,DEBIT,36602.76,C4918527,66003.35,29400.59,C6539837,201346.05,237948.81,0
15,CASH_IN,13803.53,C4922880,57160.06,43356.53,C4442778,340580.26,354383.79,0
15,TRANSFER,47949.0,C3475836,53262.78,5313.78,C4185957,17843.98,65792.98,1
15,PAYMENT,26611.26,C5299055,114871.29,88260.03,M8746753,349756.14,376367.4,0
15,DEBIT,19601.49,C4078418,92993.93,73392.44,C1093026,439763.84,459365.33,0
15,CASH_OUT,24763.63,C2813543,59526.94,34763.31,C5813613,143996.27,168759.9,0
15,CASH_IN,14406.05,C2719583,32913.93,18507.88,C8835373,453891.22,468297.27,0
15,CASH_IN,23843.15,C1170307,40866.41,17023.26,C3530518,340721.24,364564.39,0
15,TRANSFER,9375.35,C5261032,105599.65,96224.3,C1131249,333015.69,342391.04,0
15,DEBIT,16709.37,C7685149,104835.12,88125.75,C6662319,85362.56,102071.93,0
15,PAYMENT,29704.32,C1661401,29804.97,100.65,M6919270,436609.27,466313.59,0
15,DEBIT,5478.21,C5437923,73482.84,68004.63,C6899644,145329.28,150807.49,0
15,TRANSFER,26268.21,C7917152,103793.87,77525.66,C4533779,49996.23,76264.44,0
15,CASH_OUT,22636.29,C4540415,48370.24,25733.95,C5614002,243246.66,265882.95,0
15,CASH_OUT,22942.95,C5024269,93958.67,71015.72,C6452832,445686.21,468629.16,0
15,CASH_IN,24222.9,C1675419,97044.45,72821.55,C2151087,10363.64,34586.54,0
15,DEBIT,42814.71,C1131249,92597.93,49783.22,C1547605,122183.9,164998.61,0
15,DEBIT,17977.4,C8930103,110042.13,92064.73,C2173965,188889.13,206866.53,0
15,PAYMENT,48273.0,C2101965,147006.17,98733.17,M9062973,438046.42,486319.42,0
15,TRANSFER,13272.81,C6123430,52375.43,39102.62,C1763626,208647.14,221919.95,0
15,CASH_OUT,15473.07,C3396987,67480.84,52007.77,C7724045,171637.22,187110.29,0
15,CASH_IN,6156.83,C8736811,102972.13,96815.3,C6242022,396170.26,402327.09,0
15,CASH_OUT,5518.43,C8038374,98241.73,92723.3,C1760793,73565.54,79083.97,0
15,TRANSFER,26164.08,C8273315,92596.11,66432.03,C8956894,151822.8,177986.88,0
15,CASH_OUT,3240.18,C8307727,48626.0,45385.82,C7374122,108662.65,111902.83,0
15,CASH_IN,6180.55,C7619862,6689.57,509.02,C9667566,176127.76,182308.31,0
15,PAYMENT,2504.6,C2154126,90376.81,87872.21,M1305857,392631.65,395136.25,0
15,CASH_IN,33269.65,C8245685,128638.18,95368.53,C8412769,356598.55,389868.2,0
15,TRANSFER,49795.75,C6188935,108318.23,58522.48,C3418526,40358.97,90154.72,1
15,DEBIT,46647.41,C7542890,88903.74,42256.33,C7718473,483453.41,530100.82,0
15,PAYMENT,44652.75,C9179730,61982.95,17330.2,M5767195,217908.14,262560.89,0
15,CASH_OUT,40220.97,C5781295,65223.01,25002.04,C4218542,208156.15,248377.12,1
15,CASH_OUT,4289.04,C6242022,58872.11,54583.07,C5195951,187982.97,192272.01,0
15,DEBIT,4811.15,C1249314,74224.49,69413.34,C2651601,251907.59,256718.74,0
15,CASH_OUT,23424.26,C3118060,65474.83,42050.57,C5953150,205129.31,228553.57,0
15,PAYMENT,45628.79,C8606962,54471.69,8842.9,M8868776,70292.8,115921.59,0
15,CASH_OUT,39333.74,C3380261,76644.86,37311.12,C7017548,310444.87,349778.61,0
15,CASH_IN,43891.48,C2921859,56485.06,12593.58,C1909393,335039.62,378931.1,0
15,DEBIT,40375.98,C5086407,124295.78,83919.8,C6018975,42329.55,82705.53,0
15,CASH_OUT,41496.42,C7818496,100930.39,59433.97,C9235577,410970.07,452466.49,0
15,CASH_OUT,43217.06,C9519948,110658.36,67441.3,C3640889,369681.71,412898.77,1
15,TRANSFER,25818.04,C3182975,39458.32,13640.28,C4713925,447526.17,473344.21,0
15,TRANSFER,15051.6,C1289293,95613.28,80561.68,C4903402,311831.96,326883.56,0
15,TRANSFER,5744.3,C2867825,66123.37,60379.07,C6596150,60517.21,66261.51,0
15,PAYMENT,12367.83,C8434500,14833.47,2465.64,M8339571,252902.25,265270.08,0
16,DEBIT,2792.1,C2344047,43247.83,40455.73,C1481506,491348.13,494140.23,0
16,TRANSFER,42087.62,C7390515,124256.27,82168.65,C1843636,340660.22,382747.84,0
16,CASH_IN,6168.59,C5727085,24649.38,18480.79,C4226067,409275.05,415443.64,0
16,TRANSFER,8547.07,C7390515,56162.91,47615.84,C7361002,145018.09,153565.16,0
16,PAYMENT,47954.98,C2817745,114724.95,66769.97,M3307963,195594.61,243549.59,0
16,PAYMENT,23203.55,C7395997,26000.62,2797.07,M6205543,228541.14,251744.69,0
16,CASH_IN,19477.58,C3380261,22885.93,3408.35,C6952975,325211.16,344688.74,0
16,CASH_IN,22229.52,C1044891,69020.23,46790.71,C5781295,361532.63,383762.15,0
16,CASH_OUT,465.91,C7194416,50529.75,50063.84,C4883526,430511.08,430976.99,0
16,TRANSFER,17448.22,C2844258,68752.74,51304.52,C7780932,87248.44,104696.66,0
16,TRANSFER,17599.83,C6530541,63548.0,45948.17,C2914064,429331.95,446931.78,0
16,TRANSFER,13924.22,C6952975,20745.23,6821.01,C9697969,419662.75,433586.97,0
16,DEBIT,18832.37,C4189885,76436.27,57603.9,C9546409,463706.12,482538.49,0
16,CASH_IN,12968.71,C9123504,47778.23,34809.52,C1514340,308737.51,321706.22,0
16,DEBIT,3387.82,C5479144,26558.25,23170.43,C3484601,332630.49,336018.31,0
16,DEBIT,46712.35,C3204724,122703.28,75990.93,C4630331,490664.2,537376.55,0
16,TRANSFER,5280.54,C8722606,80861.93,75581.39,C3698193,210028.08,215308.62,0
16,PAYMENT,3105.71,C9191131,6847.54,3741.83,M5857259,374967.47,378073.18,0
16,DEBIT,38169.96,C5479144,70285.88,32115.92,C8722606,349362.86,387532.82,0
16,DEBIT,6669.5,C1440466,26642.94,19973.44,C6243275,126247.47,132916.97,0
16,DEBIT,33945.66,C3237058,108161.05,74215.39,C6049101,217031.5,250977.16,0
16,CASH_IN,40435.52,C4305700,98646.31,58210.79,C9626108,314557.83,354993.35,0
16,PAYMENT,10184.95,C8351517,46141.05,35956.1,M1882629,204013.69,214198.64,0
16,CASH_IN,43225.91,C9250138,111462.03,68236.12,C2818692,478871.81,522097.72,0
16,CASH_IN,24813.81,C9576076,107571.38,82757.57,C2815603,250425.14,275238.95,0
16,CASH_OUT,30927.76,C2126310,111087.35,80159.59,C2154126,219439.03,250366.79,0
16,DEBIT,43700.11,C3595941,56419.35,12719.24,C3030113,258623.43,302323.54,0
16,PAYMENT,5905.2,C5348512,66054.16,60148.96,M7631419,165459.9,171365.1,0
16,TRANSFER,41068.18,C8273315,80110.82,39042.64,C5579094,178952.6,220020.78,0
16,TRANSFER,48406.06,C4374754,105941.65,57535.59,C9610704,426597.61,475003.67,0
16,CASH_IN,15618.84,C8612220,85370.63,69751.79,C6455706,55437.24,71056.08,0
16,DEBIT,46846.98,C8628588,50074.45,3227.47,C2197935,210702.85,257549.83,0
16,TRANSFER,16733.72,C9517485,37157.05,20423.33,C5781295,408381.19,425114.91,0
16,CASH_OUT,46209.47,C7273233,95564.98,49355.51,C4934149,402831.04,449040.51,0
16,CASH_IN,35157.51,C4842788,133263.11,98105.6,C9767312,474953.89,510111.4,0
16,CASH_IN,36967.08,C1352896,84844.23,47877.15,C8575834,64732.29,101699.37,0
16,PAYMENT,5212.02,C6069909,27736.52,22524.5,M6346644,175128.84,180340.86,0
16,DEBIT,15177.88,C9468772,108302.53,93124.65,C7067228,13176.91,28354.79,0
16,TRANSFER,26713.95,C4044882,81963.55,55249.6,C8707870,26070.21,52784.16,0
16,DEBIT,34775.07,C2672884,89729.56,54954.49,C1621086,57791.6,92566.67,0
16,PAYMENT,44858.36,C8863447,64222.92,19364.56,M7083379,218262.42,263120.78,0
16,PAYMENT,11916.13,C2626229,34628.72,22712.59,M1834876,373737.84,385653.97,0
16,CASH_IN,28406.75,C2556017,109668.94,81262.19,C4700025,38305.84,66712.59,0
16,TRANSFER,21933.41,C2709620,53346.0,31412.59,C8187926,301208.01,323141.42,0
16,TRANSFER,49904.46,C5004485,97774.6,47870.14,C5832327,61188.18,111092.64,1
16,CASH_OUT,46919.12,C8411939,117444.64,70525.52,C6503032,406712.42,453631.54,0
16,TRANSFER,22182.66,C4558780,100203.5,78020.84,C8367772,146341.71,168524.37,0
16,TRANSFER,26346.94,C1325197,96124.11,69777.17,C5217853,251722.7,278069.64,0
16,PAYMENT,17338.31,C4197911,45316.69,27978.38,M7960815,101777.47,119115.78,0
16,TRANSFER,42072.85,C4909069,72566.77,30493.92,C5348512,276482.83,318555.68,1
16,TRANSFER,1803.03,C5793722,66793.84,64990.81,C5821419,226881.49,228684.52,0
16,PAYMENT,1074.27,C4684531,28871.0,27796.73,M9464927,192088.33,193162.6,0
16,PAYMENT,2995.4,C3698193,4880.25,1884.85,M4955699,191294.09,194289.49,0
16,DEBIT,2230.33,C8411939,20673.01,18442.68,C4044882,215542.48,217772.81,0
16,PAYMENT,33023.52,C5107245,109323.15,76299.63,M8101036,468611.94,501635.46,0
16,CASH_IN,37726.36,C8389840,118750.73,81024.37,C4551070,295479.31,333205.67,0
16,PAYMENT,17053.81,C8876745,95315.08,78261.27,M8391997,464283.24,481337.05,0
16,PAYMENT,40371.76,C8608449,135619.12,95247.36,M7320310,466236.35,506608.11,0
16,CASH_OUT,42927.12,C2829622,85310.62,42383.5,C9106886,359610.1,402537.22,0
16,CASH_OUT,8135.82,C8885465,82699.21,74563.39,C7640518,462330.57,470466.39,0
16,TRANSFER,45386.55,C7654757,53940.24,8553.69,C2919136,124966.31,170352.86,0
16,CASH_OUT,28558.42,C6279418,64727.91,36169.49,C2919136,329614.97,358173.39,0
16,CASH_IN,626.83,C2436347,66704.48,66077.65,C4569164,417999.9,418626.73,0
16,TRANSFER,22196.0,C5437923,23083.07,887.07,C4938791,18501.88,40697.88,0
16,CASH_OUT,24015.59,C6243275,64876.68,40861.09,C9294272,289785.16,313800.75,0
16,PAYMENT,13829.52,C8575834,109158.85,95329.33,M5227787,220219.76,234049.28,0
16,CASH_OUT,38301.18,C7189034,125206.72,86905.54,C8746014,63611.24,101912.42,0
16,TRANSFER,7353.62,C8082668,18798.28,11444.66,C9130188,19250.89,26604.51,0
16,CASH_IN,43029.91,C2167449,47225.47,4195.56,C6902401,358678.85,401708.76,0
16,PAYMENT,47585.67,C3276659,49197.49,1611.82,M9411547,422465.45,470051.12,0
16,CASH_OUT,27026.66,C7073292,61999.63,34972.97,C2299954,38739.57,65766.23,0
16,DEBIT,5668.0,C9683481,26072.19,20404.19,C6363836,285182.95,290850.95,0
16,DEBIT,3578.94,C9310235,17886.89,14307.95,C6059717,163270.27,166849.21,0
16,CASH_OUT,16755.94,C9094999,63824.44,47068.5,C4840714,486750.6,503506.54,0
16,CASH_IN,1567.56,C6101803,30654.82,29087.26,C7073292,75031.63,76599.19,0
16,CASH_IN,1286.51,C6207974,52366.12,51079.61,C5081983,390436.88,391723.39,0
16,CASH_IN,39175.52,C5163953,77059.49,37883.97,C8971465,291343.12,330518.64,0
16,TRANSFER,19060.67,C3030113,114923.19,95862.52,C9683481,496159.71,515220.38,0
16,CASH_IN,25179.76,C5487028,98574.89,73395.13,C8612081,269483.69,294663.45,0
16,PAYMENT,42381.28,C4991829,103091.48,60710.2,M7631419,329598.88,371980.16,0
16,CASH_IN,22056.46,C2151225,105657.35,83600.89,C3090865,146532.65,168589.11,0
16,TRANSFER,16440.94,C2925626,62023.06,45582.12,C5348512,374094.14,390535.08,0
16,PAYMENT,34656.73,C1771600,70844.85,36188.12,M5780297,175992.3,210649.03,0
16,CASH_IN,3831.42,C2925626,64353.28,60521.86,C6682698,224484.01,228315.43,0
16,DEBIT,11495.87,C5130808,35990.26,24494.39,C6060517,454632.87,466128.74,0
16,CASH_IN,33298.47,C1843636,67455.65,34157.18,C9488613,58982.01,92280.48,0
16,DEBIT,21056.92,C5428914,70476.94,49420.02,C5584716,440720.62,461777.54,0
16,TRANSFER,44994.62,C3401116,61671.71,16677.09,C7374122,209312.8,254307.42,0
16,DEBIT,37145.27,C2375453,120531.13,83385.86,C4684531,11965.73,49111.0,0
16,TRANSFER,49496.77,C6304573,136184.77,86688.0,C8628891,459311.5,508808.27,0
16,CASH_OUT,6381.37,C5276341,77579.72,71198.35,C7960328,59514.82,65896.19,0
16,CASH_OUT,29577.99,C9147706,36953.24,7375.25,C4679591,460361.85,489939.84,0
16,DEBIT,45534.6,C7913081,74463.71,28929.11,C2347467,238553.02,284087.62,0
16,TRANSFER,36674.82,C8460758,51900.46,15225.64,C4841005,3891.87,40566.69,0
16,CASH_IN,18500.0,C9349470,50543.69,32043.69,C4044882,88361.13,106861.13,0
16,CASH_IN,13972.19,C6692553,43707.04,29734.85,C9745959,170558.61,184530.8,0
16,CASH_IN,25888.71,C2844258,76711.5,50822.79,C2167449,464021.78,489910.49,0
16,CASH_OUT,16146.78,C6144280,111498.15,95351.37,C5674183,20967.21,37113.99,0
16,TRANSFER,21532.58,C6218367,109490.95,87958.37,C1485753,157183.7,178716.28,0
16,CASH_OUT,14246.7,C1841248,41631.55,27384.85,C1212267,219458.37,233705.07,0
17,TRANSFER,14431.06,C8746014,106882.65,92451.59,C4965789,333216.81,347647.87,0
17,TRANSFER,4807.84,C4833486,80294.31,75486.47,C4645180,13675.06,18482.9,0
17,PAYMENT,47993.24,C9035982,127892.44,79899.2,M3508522,3332.55,51325.79,0
17,PAYMENT,18483.33,C5074336,61133.59,42650.26,M9646569,222412.34,240895.67,0
17,TRANSFER,41553.58,C5502929,113178.67,71625.09,C1983738,459591.84,501145.42,1
17,DEBIT,24667.84,C4993055,123975.57,99307.73,C3222252,365816.87,390484.71,0
17,PAYMENT,48422.29,C5159166,121158.45,72736.16,M2244712,163557.86,211980.15,0
17,CASH_IN,16773.5,C9349470,83981.65,67208.15,C7679674,37044.25,53817.75,0
17,CASH_OUT,44614.7,C4539704,54658.58,10043.88,C2255409,352551.84,397166.54,0
17,TRANSFER,42073.14,C4842788,66664.51,24591.37,C4335942,293171.69,335244.83,0
17,TRANSFER,33670.65,C8072684,48813.96,15143.31,C5801541,406934.43,440605.08,0
17,DEBIT,14137.16,C5960271,109220.44,95083.28,C3219824,428578.4,442715.56,0
17,TRANSFER,169.85,C5017343,55943.57,55773.72,C8630043,104273.49,104443.34,0
17,TRANSFER,1950.25,C8628588,65052.89,63102.64,C9249789,117357.89,119308.14,0
17,CASH_OUT,24216.81,C6891254,108286.0,84069.19,C1481506,437519.54,461736.35,0
17,DEBIT,24516.2,C7933143,78857.53,54341.33,C1547605,147708.61,172224.81,0
17,TRANSFER,5627.25,C6724909,102563.46,96936.21,C7328534,162698.52,168325.77,0
17,DEBIT,5799.8,C4979651,71861.09,66061.29,C5217853,173789.29,179589.09,0
17,DEBIT,35243.89,C5951651,95349.77,60105.88,C1233516,343610.97,378854.86,0
17,PAYMENT,14553.6,C1548888,103534.66,88981.06,M1942411,391413.95,405967.55,0
17,PAYMENT,28117.24,C4213524,95616.14,67498.9,M2038068,205614.54,233731.78,0
17,DEBIT,21265.71,C1843636,48097.43,26831.72,C6707197,364093.42,385359.13,0
17,CASH_OUT,31816.95,C3320821,76580.58,44763.63,C9196976,110655.02,142471.97,0
17,TRANSFER,26805.29,C3762152,39726.82,12921.53,C9961299,269883.66,296688.95,0
17,PAYMENT,40122.62,C8935169,131345.48,91222.86,M6193922,383421.03,423543.65,0
17,CASH_IN,3182.6,C3684052,24228.94,21046.34,C4442778,267736.33,270918.93,0
17,TRANSFER,41909.07,C1865901,70927.82,29018.75,C3670226,80702.09,122611.16,0
17,DEBIT,10788.6,C7542890,14396.1,3607.5,C4612365,10014.19,20802.79,0
17,CASH_IN,5135.01,C5832327,9363.53,4228.52,C8857296,141544.86,146679.87,0
17,PAYMENT,11507.96,C1098919,38753.78,27245.82,M6791039,61821.42,73329.38,0
17,DEBIT,32767.25,C3195773,118965.62,86198.37,C1675419,38263.54,71030.79,0
17,CASH_IN,36108.42,C1043037,37582.6,1474.18,C2322047,415125.76,451234.18,0
17,CASH_IN,45949.54,C2651177,65377.95,19428.41,C1019311,302845.79,348795.33,0
17,CASH_OUT,39240.74,C7395997,113589.08,74348.34,C2015861,151076.99,190317.73,0
17,DEBIT,10141.31,C7360682,57281.35,47140.04,C6183902,145619.33,155760.64,0
17,PAYMENT,11120.43,C9537455,38976.22,27855.79,M2053729,142211.49,153331.92,0
17,CASH_IN,25334.61,C6591986,124650.01,99315.4,C5437923,363778.73,389113.34,0
17,CASH_OUT,38137.39,C9075854,60543.48,22406.09,C7418028,487595.3,525732.69,0
17,DEBIT,38562.58,C7014016,86243.21,47680.63,C9396529,54474.23,93036.81,0
17,CASH_OUT,16628.45,C4841005,72716.99,56088.54,C2651177,103840.91,120469.36,0
17,DEBIT,29674.54,C4841005,69994.05,40319.51,C9874152,419035.2,448709.74,0
17,CASH_IN,36154.39,C6242022,42047.69,5893.3,C9130188,246708.87,282863.26,0
17,DEBIT,15579.63,C1861958,19230.6,3650.97,C2548511,344498.8,360078.43,0
17,CASH_IN,20332.65,C2571945,89372.38,69039.73,C6871360,377518.97,397851.62,0
17,DEBIT,27283.98,C5081983,59467.78,32183.8,C4934149,354434.09,381718.07,0
17,CASH_IN,27744.81,C4860684,70315.01,42570.2,C1247595,38752.22,66497.03,0
17,TRANSFER,37846.77,C1669324,112661.65,74814.88,C4475523,83098.49,120945.26,0
17,DEBIT,43488.76,C8096887,132039.04,88550.28,C6279418,247592.26,291081.02,0
17,CASH_IN,24364.8,C9901266,64305.37,39940.57,C9125900,148375.51,172740.31,0
17,DEBIT,49787.26,C4344717,82025.87,32238.61,C5651899,444772.55,494559.81,0
17,CASH_IN,32514.53,C9874152,84839.65,52325.12,C7076506,102230.92,134745.45,0
17,CASH_IN,47600.25,C2349590,108052.03,60451.78,C2151087,236055.02,283655.27,0
17,TRANSFER,46810.76,C4576135,99248.61,52437.85,C6933742,414704.01,461514.77,1
17,DEBIT,8969.5,C4860745,108300.53,99331.03,C5017343,2801.21,11770.71,0
17,TRANSFER,9971.39,C7897151,55830.75,45859.36,C6060517,47357.28,57328.67,0
17,CASH_IN,23440.02,C2876932,58485.3,35045.28,C6159230,279578.04,303018.06,0
17,TRANSFER,17254.42,C6647119,44712.48,27458.06,C7110622,410377.22,427631.64,0
17,DEBIT,29227.57,C9667566,91677.66,62450.09,C3086308,201634.18,230861.75,0
17,CASH_OUT,28060.0,C1006810,87323.91,59263.91,C9683481,51488.14,79548.14,0
17,TRANSFER,14006.48,C8628588,24238.69,10232.21,C3050700,398442.24,412448.72,0
17,CASH_IN,32245.06,C6386463,89810.63,57565.57,C3123709,426700.11,458945.17,0
17,CASH_IN,13869.1,C2630140,30679.04,16809.94,C5761145,391682.46,405551.56,0
17,TRANSFER,4576.0,C4533779,21057.84,16481.84,C3253031,437307.04,441883.04,0
17,CASH_OUT,3898.59,C9877065,55069.12,51170.53,C3222252,219844.51,223743.1,0
17,DEBIT,16361.2,C9264869,40438.49,24077.29,C6261415,196623.33,212984.53,0
17,DEBIT,35315.17,C7853787,119180.11,83864.94,C5936453,158485.96,193801.13,0
17,PAYMENT,44165.45,C1775337,138714.44,94548.99,M4253164,416802.47,460967.92,0
17,TRANSFER,41995.41,C2564141,91004.76,49009.35,C8280833,394482.53,436477.94,0
17,CASH_IN,44989.11,C8194570,47518.67,2529.56,C6507321,182843.59,227832.7,0
17,DEBIT,38539.53,C9767312,59917.53,21378.0,C6338112,279897.01,318436.54,0
17,TRANSFER,19129.05,C2164686,38712.66,19583.61,C1109031,180495.69,199624.74,0
17,TRANSFER,290.67,C8519121,9701.52,9410.85,C4010529,184433.71,184724.38,0
17,CASH_OUT,25144.64,C3608513,28497.46,3352.82,C3117636,137475.71,162620.35,0
17,DEBIT,19920.72,C7523941,82447.76,62527.04,C2919136,485570.35,505491.07,0
17,PAYMENT,43160.63,C6910964,92190.68,49030.05,M2721170,236724.21,279884.84,0
17,CASH_IN,40373.46,C4539704,43257.16,2883.7,C5567533,447132.57,487506.03,0
17,TRANSFER,35284.92,C4240180,43567.38,8282.46,C6033115,417032.22,452317.14,0
17,PAYMENT,2811.84,C7273233,12559.39,9747.55,M5227787,272041.74,274853.58,0
17,TRANSFER,32758.71,C6770619,116486.06,83727.35,C3118618,424115.01,456873.72,0
17,CASH_OUT,44887.85,C7907400,96521.89,51634.04,C5842082,470272.58,515160.43,0
17,PAYMENT,3257.1,C4939290,76152.81,72895.71,M6205543,41984.35,45241.45,0
17,DEBIT,2234.98,C5960271,43160.13,40925.15,C2661307,317649.86,319884.84,0
17,PAYMENT,15565.11,C8245685,27336.57,11771.46,M1305857,233126.14,248691.25,0
17,PAYMENT,28313.8,C7454081,39939.97,11626.17,M9393009,45280.86,73594.66,0
17,PAYMENT,9291.09,C2322047,88164.76,78873.67,M6861544,108762.93,118054.02,0
17,CASH_OUT,23022.85,C9002392,106753.68,83730.83,C7818732,321158.7,344181.55,0
